192.168.0.58,50289,195.95.193.223,443,6,13,1412,10,6638,40,108,557,147,40,663,1500,671,16,13224,40705,12983,167,15558,49640,18185,158691,158691,158691,158691,0,0,0,0,0,13,1412,10,6638,4,5,0,0,544,412,0
192.168.0.58,50294,195.95.193.223,443,6,10,1280,9,6567,40,128,557,164,40,729,1500,676,17,15730,64161,21211,226,14861,60878,21178,141570,141570,141570,141570,0,0,0,0,0,10,1280,9,6567,4,4,0,0,412,372,0
192.168.0.58,50296,195.95.193.223,443,6,10,1280,9,6567,40,128,557,164,40,729,1500,676,16,12362,38207,14726,345,10083,36501,13398,111262,111262,111262,111262,0,0,0,0,0,10,1280,9,6567,4,4,0,0,412,372,0
192.168.0.58,50298,62.252.99.201,80,6,7,619,6,2450,40,88,355,117,40,408,1500,607,121,20588,76879,28683,370,20427,74803,30958,123532,123532,123532,123532,0,0,0,0,0,7,619,6,2450,1,1,0,0,304,264,0
192.168.0.58,50290,195.95.193.223,443,6,10,1280,9,6567,40,128,557,164,40,729,1500,676,19,36358,257600,83608,374,38664,254655,88098,327230,327230,327230,327230,0,0,0,0,0,10,1280,9,6567,4,4,0,0,412,372,0
192.168.0.58,50284,195.95.193.223,443,6,11,1320,10,6638,40,120,557,158,40,663,1500,671,16,32842,256033,78993,135,34493,254258,83028,328429,328429,328429,328429,0,0,0,0,0,11,1320,10,6638,4,5,0,0,452,412,0
192.168.0.58,50281,195.95.193.223,443,6,10,1280,9,6567,40,128,557,164,40,729,1500,676,16,36579,262244,85286,229,38696,257502,89085,329218,329218,329218,329218,0,0,0,0,0,10,1280,9,6567,4,4,0,0,412,372,0
192.168.0.58,50299,195.95.193.223,443,6,11,1320,10,6654,40,120,557,158,40,665,1500,670,14,7820,24496,8474,271,5967,14455,6170,78208,78208,78208,78208,0,0,0,0,0,11,1320,10,6654,4,5,0,0,452,412,0
192.168.0.58,50295,195.95.193.223,443,6,10,1280,9,6567,40,128,557,164,40,729,1500,676,21,41761,275628,90108,273,44117,273835,94972,375857,375857,375857,375857,0,0,0,0,0,10,1280,9,6567,4,4,0,0,412,372,0
192.168.0.58,50283,195.95.193.223,443,6,10,1280,10,6607,40,128,557,164,40,660,1500,674,13,44097,260360,83598,124,41752,257052,83697,396881,396881,396881,396881,0,0,0,0,0,10,1280,10,6607,4,4,0,0,412,412,0
192.168.0.58,50313,130.211.34.183,443,6,9,1207,7,3500,40,134,557,171,40,500,1470,655,17,8150,27369,10888,0,7695,23904,10257,65206,65206,65206,65206,0,0,0,0,0,9,1207,7,3500,4,4,0,0,372,292,0
192.168.0.58,50309,130.211.34.183,443,6,10,1247,8,3540,40,124,557,164,40,442,1470,627,24,12388,24036,10786,1,12916,44474,17101,111493,111493,111493,111493,0,0,0,0,0,10,1247,8,3540,4,4,0,0,412,332,0
192.168.0.58,50315,130.211.34.183,443,6,10,1247,8,3540,40,124,557,164,40,442,1470,627,17,12110,39744,14417,1,13000,39929,15981,108994,108994,108994,108994,0,0,0,0,0,10,1247,8,3540,4,4,0,0,412,332,0
192.168.0.58,50311,130.211.34.183,443,6,10,1247,7,3500,40,124,557,164,40,500,1470,655,16,37504,252085,81149,136,52038,266435,105553,337537,337537,337537,337537,0,0,0,0,0,10,1247,7,3500,4,4,0,0,412,292,0
192.168.0.58,50323,216.58.206.130,443,6,9,1164,7,3500,40,129,557,171,40,500,1470,608,17,8782,27501,11394,132,8415,22440,10767,70257,70257,70257,70257,0,0,0,0,0,9,1164,7,3500,4,4,0,0,372,292,0
192.168.0.58,50327,35.186.220.184,443,6,11,1287,11,6738,40,117,557,157,40,612,1470,684,21,8097,25423,10023,1,6286,23048,9367,80973,80973,80973,80973,0,0,0,0,0,11,1287,11,6738,4,4,0,0,452,452,0
192.168.0.58,50231,13.107.4.50,80,6,320,13892,613,911167,40,43,484,34,40,1486,1500,134,104,1148,63929,4694,110,386,12932,1038,18263077,10899,121400,278059,139432,1550086,8949437,16348789,10464263,106,4630,204,303722,2,8,0,0,13016,24532,0
192.168.0.58,50329,104.127.37.37,443,6,9,1046,6,3322,40,116,557,170,40,553,1500,687,24,14294,54482,18879,624,7730,16863,8223,5993864,10615,50029,89443,55739,5893806,5893806,5893806,0,4,523,3,1661,3,3,0,0,372,252,0
192.168.0.58,50334,52.114.88.28,443,6,10,3430,9,4569,40,343,1783,588,40,507,1500,630,72,38201,146813,49345,1,40623,206510,70617,343814,343814,343814,343814,0,0,0,0,0,10,3430,9,4569,4,3,0,0,412,372,0
192.168.0.58,50335,40.77.229.141,443,6,19,15100,27,13172,40,794,13643,3112,40,487,1500,633,36,6079,22304,8426,18193,3612,21652,6866,109422,109422,109422,109422,0,0,0,0,0,19,15100,27,13172,6,13,0,0,772,1092,0
192.168.0.58,50336,191.232.139.2,443,6,14,6178,15,6022,40,441,4986,1310,40,401,1500,578,31,8752,27396,10044,2959,7008,38738,11543,113784,113784,113784,113784,0,0,0,0,0,14,6178,15,6022,6,9,0,0,572,612,0
192.168.0.58,50337,104.103.206.167,443,6,8,1214,8,5160,40,151,579,190,40,645,1500,624,275,12661,20933,8172,320,10230,19001,8835,88629,88629,88629,88629,0,0,0,0,0,8,1214,8,5160,3,4,0,0,332,332,0
192.168.0.58,50338,62.252.99.155,80,6,6,567,5,2163,40,94,355,127,40,432,1500,632,150,10424,18705,8928,900,8988,17065,9303,52121,52121,52121,52121,0,0,0,0,0,6,567,5,2163,1,1,0,0,252,212,0
192.168.0.58,50330,8.250.25.254,80,6,498,22014,920,1373269,40,44,484,34,40,1492,1500,95,32,1502,60060,4596,1,679,28509,2355,16337120,60747,200956,441089,176318,1862124,5177765,10508568,4662178,124,5503,230,343317,3,2,0,0,20700,36812,0
192.168.0.58,50331,8.253.78.126,80,6,6,684,4,1178,40,114,472,175,40,294,1046,501,112,26231,64622,27284,1955,12559,23164,14997,16355826,19079,52463,85848,47212,16250899,16250899,16250899,0,3,342,2,589,1,1,0,0,252,172,0
192.168.0.58,50332,62.252.99.163,80,6,115,5842,189,271643,40,50,482,56,40,1437,1500,263,72,1737,60593,6488,1,583,17157,2086,16197194,11888,64849,106382,48272,2069548,8001322,13933097,8388795,38,1947,63,90547,2,5,0,0,4972,7572,0
192.168.0.58,50333,62.252.99.176,80,6,484,23024,756,1120767,40,47,482,34,40,1482,1500,134,9,645,53893,3632,1,205,12323,671,16202667,17906,77475,160562,59844,2015441,5297589,10557124,4601372,121,5756,189,280191,3,9,0,0,21712,30252,0
192.168.0.58,50339,52.114.88.28,443,6,10,4141,9,4569,40,414,2494,790,40,507,1500,630,76,162761,728729,257290,248,180636,654829,253264,1464852,1464852,1464852,1464852,0,0,0,0,0,10,4141,9,4569,4,3,0,0,412,372,0
192.168.0.58,50343,188.121.36.239,80,6,6,696,6,2519,40,116,484,180,40,419,1500,619,145,11632,29649,15457,154,10621,25341,13347,82702,82702,82702,82702,0,0,0,0,0,6,696,6,2519,1,1,0,0,252,252,0
192.168.0.58,50347,172.217.23.14,443,6,10,1204,9,4455,40,120,557,164,40,495,1470,599,17,10115,29790,11436,20693,9102,21315,10282,91039,91039,91039,91039,0,0,0,0,0,10,1204,9,4455,4,4,0,0,412,372,0
192.168.0.58,50348,172.217.23.14,443,6,10,1204,9,4456,40,120,557,164,40,495,1470,599,17,9369,28567,10929,1,7913,26602,10498,84327,84327,84327,84327,0,0,0,0,0,10,1204,9,4456,4,4,0,0,412,372,0
192.168.0.58,50358,31.13.90.36,443,6,12,1308,9,3795,40,109,557,150,40,421,1450,591,17,6312,24278,9569,129,6110,23542,10010,69439,69439,69439,69439,0,0,0,0,0,12,1308,9,3795,4,4,0,0,516,372,0
192.168.0.58,50359,31.13.90.36,443,6,11,1244,10,3837,40,113,557,157,40,383,1450,570,16,7589,25648,10865,1,5585,24446,9758,75894,75894,75894,75894,0,0,0,0,0,11,1244,10,3837,4,4,0,0,452,412,0
192.168.0.58,50353,151.101.16.175,443,6,44,4223,73,96777,40,95,724,169,40,1325,1436,337,23,13929,201138,42297,0,7973,271728,40465,598959,598959,598959,598959,0,0,0,0,0,44,4223,73,96777,6,13,0,0,1772,2932,0
192.168.0.58,50363,216.58.206.130,443,6,10,1204,8,3540,40,120,557,164,40,442,1470,586,17,10450,28233,11733,80,10273,22759,10969,94051,94051,94051,94051,0,0,0,0,0,10,1204,8,3540,4,4,0,0,412,332,0
192.168.0.58,50366,188.121.36.239,80,6,6,696,5,2480,40,116,484,180,40,496,1500,660,87,11421,30542,15518,214,6647,25004,12245,57107,57107,57107,57107,0,0,0,0,0,6,696,5,2480,1,1,0,0,252,212,0
192.168.0.58,50264,216.58.206.130,443,6,107,12247,145,126652,40,114,1059,198,40,873,1470,667,6,17880,306080,45535,1,13424,297499,38462,34486080,78612,493852,1372298,597352,3542939,10836889,22898607,10521842,26,3061,36,31663,38,52,0,0,4292,5812,0
192.168.0.58,50388,216.58.212.66,443,6,11,1256,8,4723,40,114,557,157,40,590,1470,618,17,10298,34994,13456,138,12118,34393,15535,102988,102988,102988,102988,0,0,0,0,0,11,1256,8,4723,4,5,0,0,464,332,0
192.168.0.58,50389,31.13.90.9,443,6,10,1204,10,4207,40,120,557,164,40,420,1450,580,18,6259,21456,8439,1562,4713,22867,8335,56334,56334,56334,56334,0,0,0,0,0,10,1204,10,4207,4,4,0,0,412,412,0
192.168.0.58,50392,104.103.200.49,443,6,11,1320,9,6213,40,120,557,158,40,690,1500,693,20,97857,801472,248272,240,119489,875978,305918,978570,978570,978570,978570,0,0,0,0,0,11,1320,9,6213,4,5,0,0,452,372,0
192.168.0.58,50362,151.101.16.175,443,6,7,917,6,443,40,131,583,200,40,73,200,62,25,11526,20190,10059,679,23017,72671,34097,5574479,18483,64993,111503,65775,5444493,5444493,5444493,0,3,458,3,221,3,2,0,0,292,252,0
192.168.0.58,50396,52.114.132.21,443,6,10,3112,8,4529,40,311,1465,504,40,566,1500,647,99,72380,155354,59311,193,80864,294306,103779,651421,651421,651421,651421,0,0,0,0,0,10,3112,8,4529,4,3,0,0,412,332,0
192.168.0.58,50395,85.222.236.174,443,6,49,3923,85,118191,40,80,1370,202,40,1390,1500,374,24,21238,738701,107512,1,11714,820480,90031,5978827,525,499241,997958,705291,4980344,4980344,4980344,0,24,1961,42,59095,4,9,0,0,1972,3412,0
192.168.0.58,50371,37.252.172.53,443,6,11,2691,9,5322,40,244,1605,476,40,591,1500,663,18,47155,255975,82324,126,54942,255961,92879,10160319,532,212286,424041,299466,9735746,9735746,9735746,0,5,1345,4,2661,4,4,0,0,452,364,10
192.168.0.58,50374,193.0.160.128,443,6,11,2314,9,3998,40,210,989,311,40,444,1500,598,19,121248,762133,246558,376,140043,736262,269836,11060088,328944,545703,762463,306544,9968681,9968681,9968681,0,5,1157,4,1999,4,4,0,0,452,384,0
192.168.0.58,50399,104.103.158.244,443,6,9,1037,10,6745,40,115,361,120,40,674,1500,666,332,13536,22016,8399,336,9917,22478,9022,108295,108295,108295,108295,0,0,0,0,0,9,1037,10,6745,3,5,0,0,372,412,0
192.168.0.58,50351,178.250.0.130,443,6,11,1893,16,13982,40,172,621,230,40,873,1500,725,241,14166,35212,16348,119,7231,35394,13113,19707755,0,52773,127499,66523,9544163,9774717,10005272,326053,3,631,5,4660,3,4,0,0,452,652,0
192.168.0.58,50401,216.58.206.36,443,6,6,769,5,2615,40,128,557,210,40,523,1470,675,1174,21170,33045,12441,2,20628,48306,20665,105852,105852,105852,105852,0,0,0,0,0,6,769,5,2615,1,1,0,0,252,212,0
192.168.0.58,50404,216.58.198.238,443,6,10,1204,9,4454,40,120,557,164,40,494,1470,599,17,9418,25429,10473,1,8495,20734,9928,84763,84763,84763,84763,0,0,0,0,0,10,1204,9,4454,4,4,0,0,412,372,0
192.168.0.58,50408,87.248.114.12,443,6,13,1348,10,6015,40,103,557,145,40,601,1500,622,8,7429,28028,11326,1,7267,28304,11923,89158,89158,89158,89158,0,0,0,0,0,13,1348,10,6015,4,5,0,0,556,412,0
192.168.0.58,50415,87.248.114.12,443,6,13,1348,10,6015,40,103,557,145,40,601,1500,622,8,8375,37331,13422,1,8223,37006,14165,100511,100511,100511,100511,0,0,0,0,0,13,1348,10,6015,4,5,0,0,556,412,0
192.168.0.58,50413,87.248.114.12,443,6,12,1308,11,6053,40,109,557,150,40,550,1500,614,7,9240,40828,14729,270,9166,38509,13638,122608,122608,122608,122608,0,0,0,0,0,12,1308,11,6053,4,5,0,0,516,452,28
192.168.0.58,50419,216.58.206.38,443,6,10,1204,9,3986,40,120,557,164,40,442,1470,603,19,10606,29724,11836,64,9548,26259,11059,95454,95454,95454,95454,0,0,0,0,0,10,1204,9,3986,4,4,0,0,412,372,0
192.168.0.58,50425,152.195.39.122,443,6,10,1220,10,5282,40,122,557,164,40,528,1500,617,18,9165,27365,12911,0,6398,28620,11870,82486,82486,82486,82486,0,0,0,0,0,10,1220,10,5282,4,6,0,0,412,412,0
192.168.0.58,50423,152.195.39.122,443,6,9,1180,8,5086,40,131,557,171,40,635,1500,651,17,10488,31848,13217,121,8314,31525,13468,83907,83907,83907,83907,0,0,0,0,0,9,1180,8,5086,4,4,0,0,372,332,0
192.168.0.58,50426,152.195.39.122,443,6,11,1260,9,5218,40,114,557,157,40,579,1500,631,16,8572,32180,12311,1272,7504,31505,12722,85721,85721,85721,85721,0,0,0,0,0,11,1260,9,5218,4,5,0,0,452,372,0
192.168.0.58,50421,152.195.39.122,443,6,11,1260,12,5362,40,114,557,157,40,446,1500,590,21,7173,23654,9645,1740,7224,28590,11444,99331,99331,99331,99331,0,0,0,0,0,11,1260,12,5362,4,6,0,0,452,492,0
192.168.0.58,50424,152.195.39.122,443,6,10,1220,12,5366,40,122,557,164,40,447,1500,589,18,10210,37407,13834,34155,8919,36126,14570,124478,124478,124478,124478,0,0,0,0,0,10,1220,12,5366,4,6,0,0,412,492,0
192.168.0.58,50397,205.185.216.42,80,6,7,1156,5,586,40,165,472,209,40,117,412,164,212,59065,244342,104325,1,67076,267176,133399,9991107,0,147664,295328,208828,9695779,9695779,9695779,0,3,578,2,293,2,2,0,0,292,212,0
192.168.0.58,50398,205.185.216.10,80,6,7,1156,5,586,40,165,472,209,40,117,412,164,142,63687,254713,107873,3,71672,284832,142107,9990519,0,159219,318438,225169,9672081,9672081,9672081,0,3,578,2,293,2,2,0,0,292,212,0
192.168.0.58,50437,87.248.100.137,443,6,13,1348,10,6015,40,103,557,145,40,601,1500,622,12,15790,84808,26204,809,17568,118119,39411,189481,189481,189481,189481,0,0,0,0,0,13,1348,10,6015,4,5,0,0,556,412,0
192.168.0.58,50438,87.248.100.137,443,6,13,1348,10,6014,40,103,557,145,40,601,1500,622,12,13627,61083,20288,1038,14983,94186,31429,163531,163531,163531,163531,0,0,0,0,0,13,1348,10,6014,4,5,0,0,556,412,0
192.168.0.58,50434,87.248.100.137,443,6,11,1244,9,5975,40,113,557,157,40,663,1500,625,19,24907,141059,43691,122,26475,173345,60319,249070,249070,249070,249070,0,0,0,0,0,11,1244,9,5975,4,5,0,0,452,372,0
192.168.0.58,50439,87.248.100.137,443,6,14,1400,11,6154,40,100,557,140,40,559,1500,606,5,9453,39546,14871,1036,9060,46466,18005,122895,122895,122895,122895,0,0,0,0,0,14,1400,11,6154,4,6,0,0,608,452,0
192.168.0.58,50433,87.248.100.137,443,6,12,1296,9,5974,40,108,557,151,40,663,1500,625,15,22806,144274,42953,329,27228,179088,62380,250873,250873,250873,250873,0,0,0,0,0,12,1296,9,5974,4,5,0,0,504,372,0
192.168.0.58,50428,52.114.132.21,443,6,10,4283,9,4569,40,428,2636,831,40,507,1500,630,97,147469,554814,181602,126,154784,423847,151192,1327222,1327222,1327222,1327222,0,0,0,0,0,10,4283,9,4569,4,3,0,0,412,372,0
192.168.0.58,50445,52.57.54.18,443,6,10,1280,9,4012,40,128,557,164,40,445,1500,612,24,14576,34991,16024,1749,12494,33999,16204,131191,131191,131191,131191,0,0,0,0,0,10,1280,9,4012,4,3,0,0,412,372,0
192.168.0.58,50449,188.125.82.57,443,6,10,1280,10,4619,40,128,557,164,40,461,1500,606,14,12774,45028,17191,3074,9361,45827,17641,114968,114968,114968,114968,0,0,0,0,0,10,1280,10,4619,4,6,0,0,412,412,0
192.168.0.58,50447,52.57.54.18,443,6,10,1280,9,4050,40,128,557,164,40,450,1500,609,18,15789,40469,17725,1,13418,36688,17083,142101,142101,142101,142101,0,0,0,0,0,10,1280,9,4050,4,4,0,0,412,372,0
192.168.0.58,50448,52.57.54.18,443,6,10,1280,9,4021,40,128,557,164,40,446,1500,612,17,16118,44684,18063,1,14196,44735,19552,145063,145063,145063,145063,0,0,0,0,0,10,1280,9,4021,4,3,0,0,412,372,0
192.168.0.58,50340,13.107.4.50,80,6,1050,44210,2054,3068074,40,42,484,27,40,1493,1500,91,114,1014,300024,12474,1,468,300004,8903,30093581,18565,265288,495609,253740,8454159,9677475,12007929,2019067,262,11052,513,767018,4,24,0,0,42452,82172,0
192.168.0.58,50341,93.184.221.240,80,6,4278,188226,7916,11862555,40,43,484,24,40,1498,1500,38,5,401,70104,2005,1,186,29831,989,30067733,23007,343255,1226743,498918,3913830,7087863,9850732,2713121,855,37645,1583,2372511,12,416,0,0,182920,316652,0
192.168.0.58,50400,93.184.221.240,80,6,764,32699,1441,2156735,40,42,484,23,40,1496,1500,66,45,1885,33283,5481,1,966,33273,3986,7070611,23521,718427,1413333,982745,5633757,5633757,5633757,0,382,16349,720,1078367,2,152,0,0,31812,57652,0
192.168.0.58,50467,52.114.132.21,443,6,10,3164,8,4529,40,316,1517,517,40,566,1500,647,79,115420,511329,157071,243,134928,386284,144366,1038786,1038786,1038786,1038786,0,0,0,0,0,10,3164,8,4529,4,3,0,0,412,332,0
192.168.0.58,50478,37.157.4.40,443,6,5,729,3,1588,40,145,557,229,40,529,1500,840,1218,23806,46159,20721,1274,24545,47817,32910,95226,95226,95226,95226,0,0,0,0,0,5,729,3,1588,1,0,0,0,212,128,0
192.168.0.58,50479,87.248.114.11,443,6,12,1296,10,6013,40,108,557,151,40,601,1500,622,17,6351,25236,9759,296,8029,23829,10910,91898,91898,91898,91898,0,0,0,0,0,12,1296,10,6013,4,5,0,0,504,412,29
192.168.0.58,50247,35.164.130.113,443,6,16,1989,15,3955,40,124,698,200,40,263,1500,506,19,91428,181875,83364,1,74152,177872,87526,61257709,173489,242023,644059,177291,9558797,9927257,10013955,182174,2,284,2,565,4,4,0,0,652,604,0
192.168.0.58,50249,35.164.130.113,443,6,16,2173,15,3955,40,135,882,237,40,263,1500,506,13,91855,179652,83289,2,73940,178881,87001,61246415,173371,245625,647482,177236,9544288,9921172,10014010,186430,2,310,2,565,4,4,0,0,652,604,0
192.168.0.58,50482,216.58.204.14,443,6,10,1204,9,4456,40,120,557,164,40,495,1470,599,18,10823,29197,12111,1,9379,23150,11148,97407,97407,97407,97407,0,0,0,0,0,10,1204,9,4456,4,4,0,0,412,372,0
192.168.0.58,50483,87.248.114.11,443,6,13,1348,11,6055,40,103,557,145,40,550,1500,614,12,5414,22350,8743,370,6193,22135,9300,81487,81487,81487,81487,0,0,0,0,0,13,1348,11,6055,4,5,0,0,556,452,29
192.168.0.58,50485,216.58.212.66,443,6,11,1256,9,4761,40,114,557,157,40,529,1470,606,18,11351,46366,15564,122,11657,25656,12362,113518,113518,113518,113518,0,0,0,0,0,11,1256,9,4761,4,5,0,0,464,372,0
192.168.0.58,50488,62.252.99.176,443,6,8,1006,5,3311,40,125,557,179,40,662,1500,736,354,14159,39501,15964,128,16035,44800,21149,99116,99116,99116,99116,0,0,0,0,0,8,1006,5,3311,3,2,0,0,332,212,0
192.168.0.58,50484,216.58.212.66,443,6,10,1204,8,3538,40,120,557,164,40,442,1470,585,15,15099,45076,17446,1,16392,46754,21647,135893,135893,135893,135893,0,0,0,0,0,10,1204,8,3538,4,4,0,0,412,332,0
192.168.0.58,50460,137.74.93.130,443,6,11,3181,10,5828,40,289,2095,618,40,582,1500,670,17,8676,23286,9884,130,7126,23296,9846,2081894,432,39109,77787,54698,2003675,2003675,2003675,0,5,1590,5,2914,4,4,0,0,452,412,0
192.168.0.58,50490,152.195.53.200,443,6,13,1376,10,5115,40,105,557,145,40,511,1500,619,5,9011,41223,13431,1,8937,43539,15663,108134,108134,108134,108134,0,0,0,0,0,13,1376,10,5115,4,5,0,0,568,412,0
192.168.0.58,50451,54.38.81.63,443,6,42,3880,72,95984,40,92,1200,199,40,1333,1500,448,18,7321,66709,15854,1,4254,93069,14572,2334331,38878,163529,288181,176283,2007272,2007272,2007272,0,21,1940,36,47992,5,5,0,0,1692,2892,0
192.168.0.58,50492,87.248.114.11,443,6,13,1348,11,6053,40,103,557,145,40,550,1500,614,10,9354,37066,12122,19617,10607,43633,15604,131524,131524,131524,131524,0,0,0,0,0,13,1348,11,6053,4,5,0,0,556,452,29
192.168.0.58,50462,137.74.93.124,443,6,11,4885,11,5868,40,444,3799,1123,40,533,1500,656,23,9951,28157,11328,1,7563,27581,11576,2088597,490,44875,89260,62769,1998847,1998847,1998847,0,5,2442,5,2934,4,4,0,0,452,452,0
192.168.0.58,50494,87.248.114.12,443,6,10,1204,9,4958,40,120,557,164,40,550,1500,634,18,7548,22487,10216,1249,5768,22226,9807,67935,67935,67935,67935,0,0,0,0,0,10,1204,9,4958,4,4,0,0,412,372,0
192.168.0.58,50452,54.38.81.63,443,6,43,4019,71,95944,40,93,1299,211,40,1351,1500,424,20,19041,462418,72773,113,10300,521133,63044,2699488,453,390419,780386,551495,1918649,1918649,1918649,0,21,2009,35,47972,5,5,0,0,1732,2852,0
192.168.0.58,50472,137.74.93.128,443,6,11,3181,10,5828,40,289,2095,618,40,582,1500,670,19,28344,72216,29190,267,23910,107021,36913,2216077,426,127630,254834,179893,1960817,1960817,1960817,0,5,1590,5,2914,4,4,0,0,452,412,0
192.168.0.58,50497,87.248.114.12,443,6,10,1216,9,6026,40,121,557,163,40,669,1500,626,17,10575,48934,16232,124,9078,49704,17218,95183,95183,95183,95183,0,0,0,0,0,10,1216,9,6026,4,5,0,0,424,372,0
192.168.0.58,50498,216.58.206.38,443,6,10,1204,9,3986,40,120,557,164,40,442,1470,603,23,11021,38533,13497,145,9890,39371,14914,99192,99192,99192,99192,0,0,0,0,0,10,1204,9,3986,4,4,0,0,412,372,32
192.168.0.58,50409,212.82.101.30,443,6,10,1086,8,4713,40,108,557,162,40,589,1500,687,13,28687,81793,32427,116,17942,54611,24341,5384289,37960,114751,191542,108598,5154787,5154787,5154787,0,5,543,4,2356,3,3,0,0,412,332,0
192.168.0.58,50412,66.218.84.140,443,6,8,1006,7,4561,40,125,557,179,40,651,1500,684,35,52480,109284,56298,140,41869,106346,55507,5432602,95366,205566,315767,155847,5021469,5021469,5021469,0,4,503,3,2280,3,3,0,0,332,292,0
192.168.0.58,50499,216.58.206.130,443,6,10,1204,9,4455,40,120,557,164,40,495,1470,599,18,12948,43140,15740,43488,11719,43488,16013,116534,116534,116534,116534,0,0,0,0,0,10,1204,9,4455,4,4,0,0,412,372,32
